0 , 0 , 0 , 0 , 5 , 
839 , 10 , 15 , 15 , 15 , 
845 , 25 , 31 , 31 , 36 , 
855 , 41 , 41 , 41 , 51 , 
866 , 46 , 57 , 51 , 57 , 
864 , 51 , 57 , 57 , 62 , 
818 , 62 , 67 , 62 , 62 , 
786 , 62 , 67 , 62 , 62 , 
751 , 51 , 51 , 41 , 51 , 
757 , 41 , 51 , 46 , 51 , 
757 , 46 , 51 , 46 , 51 , 
757 , 51 , 51 , 46 , 57 , 
754 , 46 , 57 , 51 , 51 , 
754 , 51 , 67 , 62 , 77 , 
754 , 77 , 93 , 82 , 93 , 
754 , 82 , 93 , 88 , 103 , 
741 , 93 , 108 , 88 , 98 , 
711 , 82 , 88 , 77 , 88 , 
703 , 82 , 93 , 77 , 88 , 
701 , 77 , 88 , 77 , 82 , 
701 , 67 , 77 , 62 , 77 , 
701 , 72 , 82 , 77 , 82 , 
703 , 72 , 82 , 67 , 82 , 
703 , 67 , 77 , 62 , 67 , 
703 , 57 , 62 , 57 , 57 , 
709 , 51 , 57 , 57 , 62 , 
709 , 57 , 67 , 57 , 72 , 
717 , 57 , 67 , 57 , 62 , 
725 , 57 , 62 , 51 , 62 , 
727 , 57 , 62 , 57 , 62 , 
775 , 51 , 57 , 51 , 51 , 
810 , 46 , 57 , 46 , 57 , 
813 , 51 , 51 , 51 , 57 , 
813 , 51 , 62 , 51 , 57 , 
813 , 51 , 57 , 51 , 51 , 
813 , 46 , 57 , 46 , 51 , 
813 , 41 , 41 , 46 , 51 , 
813 , 46 , 51 , 46 , 46 , 
813 , 41 , 46 , 41 , 46 , 
813 , 41 , 46 , 41 , 46 , 
