0,0,-nan
0,0,-nan
0,0,-nan
0,0,-nan
0,0,-nan
0,0,-nan
0,0,-nan
1.84643,1.43929,253.811
1.77857,1.35,339.775
1.80714,1.33571,247.249
1.8,1.16429,135
1.72857,1.19286,239.036
1.675,1.11071,235.886
1.64286,0.985714,155.695
1.56786,1,228.122
1.49643,0.889286,168.69
1.45357,0.907143,218.66
1.37857,0.857143,212.471
1.31071,0.821429,208.61
1.25714,0.792857,204.102
1.18929,0.764286,200.376
1.13929,0.75,198.886
1.075,0.732143,195.751
1.01786,0.717857,194.036
0.957143,0.707143,189.689
0.892857,0.7,186.953
0.842857,0.696429,185.315
0.782143,0.692857,185.315
0.725,0.689286,181.397
0.675,0.689286,178.636
0.614286,0.692857,177.274
0.560714,0.696429,174.685
0.510714,0.7,172.875
0.467857,0.707143,172.875
0.425,0.714286,171.674
