0.999948, -0.00959614, 0.00336707, 0.0292936
0.00954236, 0.999832, 0.0156421, -0.0120052
-0.00351657, -0.0156092, 0.999872, -0.135229
0, 0, 0, 1
0.999979, -0.00593282, 0.00274492, -0.00299687
0.00595014, 0.999962, -0.00636345, 0.00571617
-0.00270699, 0.00637988, 0.999976, -0.209068
0, 0, 0, 1
0.999589, 0.0220721, 0.0183093, 0.0371433
-0.0226423, 0.999246, 0.0315395, -0.0123655
-0.0175994, -0.0319411, 0.999335, -0.107908
0, 0, 0, 1
0.990057, -0.0182474, 0.13948, 0.0307979
0.0188708, 0.999817, -0.00314813, 0.00814053
-0.139397, 0.00574893, 0.99022, -0.122828
0, 0, 0, 1
0.997316, -0.0151747, 0.0716229, 0.0348802
0.015016, 0.999884, 0.00275357, 0.017951
-0.0716563, -0.00167079, 0.997428, -0.11728
0, 0, 0, 1
0.999977, -0.00413282, 0.00541089, 0.0283941
0.00395374, 0.999457, 0.0327006, -0.031836
-0.00554308, -0.0326785, 0.999451, -0.131344
0, 0, 0, 1
0.989992, -0.0230738, -0.139222, 0.0502868
0.0215601, 0.999691, -0.0123719, 0.00904437
0.139465, 0.00924647, 0.990184, -0.150212
0, 0, 0, 1
0.994799, 0.0591766, -0.0828978, -0.0178708
-0.0566187, 0.997854, 0.032876, -0.00489575
0.0846654, -0.0280115, 0.996016, -0.0960178
0, 0, 0, 1
0.99224, 0.0772955, -0.0973962, -0.00417952
-0.0814424, 0.995901, -0.039342, 0.0401591
0.093956, 0.046969, 0.994468, -0.101487
0, 0, 0, 1
0.988611, 0.0120541, -0.150012, 0.0129152
-0.00798589, 0.999585, 0.0276918, -0.00233863
0.150284, -0.0261784, 0.988296, -0.0473255
0, 0, 0, 1
0.995421, -0.0352827, -0.0888377, -0.00166108
0.0371672, 0.999116, 0.0196476, -0.0262769
0.088066, -0.0228595, 0.995852, -0.101792
0, 0, 0, 1
0.992968, 0.00271994, -0.118355, -0.000775468
-0.0026226, 0.999996, 0.000977773, -0.000882007
0.118358, -0.000660497, 0.992971, -0.0698397
0, 0, 0, 1
0.99133, -0.0414773, -0.124677, -0.00501468
0.0413202, 0.999139, -0.00384698, -0.00536296
0.124729, -0.00133806, 0.99219, -0.128026
0, 0, 0, 1
0.992876, -0.0566087, -0.104849, -0.0166458
0.050467, 0.996902, -0.0603332, 0.0312162
0.107939, 0.0546119, 0.992656, -0.115351
0, 0, 0, 1
0.953485, -0.29447, -0.0644532, -0.0147268
0.287203, 0.952377, -0.102436, -0.0162807
0.0915479, 0.0791596, 0.992649, -0.0417085
0, 0, 0, 1
0.993657, -0.019677, -0.110715, 0.00535582
0.0226772, 0.999407, 0.0259047, 0.00656504
0.11014, -0.0282511, 0.993514, 0.00856617
0, 0, 0, 1
0.996397, 0.00333804, -0.0847509, -0.0129724
-0.00234186, 0.999927, 0.0118511, -0.0014841
0.0847842, -0.0116099, 0.996332, -0.0456336
0, 0, 0, 1
0.995571, -0.00898547, -0.0935768, -0.0283335
0.0101035, 0.999883, 0.0114805, -0.00298033
0.0934628, -0.0123751, 0.995546, -0.10521
0, 0, 0, 1
0.997076, 0.00278849, -0.0763603, -0.00343659
-0.00419513, 0.999824, -0.0182673, 0.00557118
0.076296, 0.0185342, 0.996913, -0.0486891
0, 0, 0, 1
