0.979337, -0.00297322,    0.202214,   0.0278464
0.00138777,    0.999967,  0.00798178,  0.00501022
-0.202231, -0.00753623,    0.979309,   -0.148212
0, 0, 0, 1
0.974831,   -0.016552,    0.222332, -0.00369721
0.0157913,    0.999862,  0.00519871,  0.00112323
-0.222387, -0.00155696,  0.974957, -0.134391
0,           0,           0,           1
0.971125, -0.00656329,    0.238479,    0.023069
0.00702385,    0.999975, -0.00108149,  0.00489831
-0.238466,  0.00272531,    0.971147,   -0.161572
0,           0,           0,           1
0.957187, -0.0106757,   0.289275,  0.0364599
0.00623928,   0.999848,  0.0162543, 0.00806918
-0.289405, -0.0137535,   0.957108,  -0.214459
0,          0,          0,          1
0.934494, 0.00438346,   0.355953, -0.0223631
-0.00932704,   0.999882,  0.0121733, 0.00385561
-0.355858, -0.0146958,   0.934425,  -0.242574
0,          0,          0,          1
0.998975,  -0.00807973,    0.0445355,   0.00594946
0.00807137,     0.999967,  0.000367584,   0.00434845
-0.044537, -7.74529e-06,     0.999008,     -0.23766
0,            0,            0,            1

0.997657, -0.00942411,   -0.067768,  -0.0042692
0.00986103,    0.999933,  0.00611576,  0.00866153
0.0677058, -0.00676969,    0.997682,   -0.323621
0,           0,           0,           1
0.997877,   0.0105452,  -0.0642663,  -0.0100422
-0.0102758,    0.999937,  0.00452094,  0.00966243
0.0643099, -0.00385095,    0.997923,   -0.272108
0,           0,           0,           1
0.99865,  0.00113367,   -0.051939,    0.051236
-0.00131795    0.999993, -0.00351386,  0.00425587
0.0519347,  0.00357757,    0.998644,  -0.0331818
0,           0,           0,           1
